unixtime,track name,artist name
1337497725,Taxman,The Beatles
1337497885,Eleanor Rigby,The Beatles
1337498012,I'm Only Sleeping,The Beatles
1337498194,Love You To,The Beatles
1337498375,"Here, There and Everywhere",The Beatles
1337498521,Yellow Submarine,The Beatles
1337498682,She Said She Said,The Beatles
1337498839,Good Day Sunshine,The Beatles
1337498969,And Your Bird Can Sing,The Beatles
1337499090,For No One,The Beatles
1337499212,Doctor Robert,The Beatles
1337499347,I Want to Tell You,The Beatles
1337499497,Got to Get You Into My Life,The Beatles
1337499648,Tomorrow Never Knows,The Beatles
1337500528,Sgt Peppers Lonely Hearts Club Band,The Beatles
1337500651,With a Little Help from My Friends,The Beatles
1337500815,Lucy in the Sky with Diamonds,The Beatles
1337501024,Getting Better,The Beatles
1337501192,Fixing a Hole,The Beatles
1337501349,She's Leaving Home,The Beatles
1337501564,Being for the Benefit of Mr. Kite!,The Beatles
1337501721,Within You Without You,The Beatles
1337502026,When I'm Sixty-Four,The Beatles
1337502184,Lovely Rita,The Beatles
1337502346,Good Morning Good Morning,The Beatles
1337502507,Sgt Peppers..(Reprise),The Beatles
1337502586,A Day in the Life,The Beatles
1364899057,Back in the U.S.S.R.,The Beatles
1364899220,Dear Prudence,The Beatles
1364899456,Glass Onion,The Beatles
1364899594,"Ob-La-Di, Ob-La-Da",The Beatles
1364899783,Wild Honey Pie,The Beatles
1364899844,The Continuing Story of Bungalow Bill,The Beatles
1364900030,While My Guitar Gently Weeps,The Beatles
1364900315,Happiness Is a Warm Gun,The Beatles
1364900479,Martha My Dear,The Beatles
1364900628,I'm So Tired,The Beatles
1364900751,Blackbird,The Beatles
1364900889,Piggies,The Beatles
1364901013,Rocky Raccoon,The Beatles
1364901235,Don't Pass Me By,The Beatles
1364901457,Why Don't We Do It in the Road,The Beatles
1364901558,I Will,The Beatles
1364901664,Julia,The Beatles
1364901838,Birthday,The Beatles
1364902001,Yer Blues,The Beatles
1364902242,Mother Nature's Son,The Beatles
1364902410,Everybody's Got Something to Hide Except Me and My Monkey,The Beatles
1364902555,Sexy Sadie,The Beatles
1364902750,Helter Skelter,The Beatles
1364903020,"Long, Long, Long",The Beatles
1364903205,Revolution 1,The Beatles
1364903460,Honey Pie,The Beatles
1364903622,Savoy Truffle,The Beatles
1364903796,Cry Baby Cry,The Beatles
1364903987,Revolution 9,The Beatles
1364904480,Good Night,The Beatles
1364906289,A Hard Day's Night,The Beatles
1364906444,I Should Have Known Better,The Beatles
1364906607,If I Fell,The Beatles
1364906746,I'm Happy Just to Dance with You,The Beatles
1364906862,And I Love Her,The Beatles
1364907012,Tell Me Why,The Beatles
1364907141,Can't Buy Me Love,The Beatles
1364907272,Any Time at All,The Beatles
1364907404,I'll Cry Instead,The Beatles
1364907510,Things We Said Today,The Beatles
1364907665,When I Get Home,The Beatles
1364907801,You Can't Do That,The Beatles
1364907956,I'll Be Back,The Beatles
1364908731,Help!,The Beatles
1364908871,The Night Before,The Beatles
1364909026,You've Got to Hide Your Love Away,The Beatles
1364909155,I Need You,The Beatles
1364909304,Another Girl,The Beatles
1364909429,You're Going to Lose That Girl,The Beatles
1364909568,Ticket to Ride,The Beatles
1364909758,Act Naturally,The Beatles
1364909908,It's Only Love,The Beatles
1364910024,You Like Me Too Much,The Beatles
1364910181,Tell Me What You See,The Beatles
1364910339,I've Just Seen a Face,The Beatles
1364910464,Yesterday,The Beatles
1364910590,Dizzy Miss Lizzy,The Beatles
1364910868,Two of Us,The Beatles
1364911085,Dig a Pony,The Beatles
1364911320,Across the Universe,The Beatles
1364911548,I Me Mine,The Beatles
1364911694,Dig It,The Beatles
1364911744,Let It Be,The Beatles
1364911987,Maggie Mae,The Beatles
1364912027,I've Got a Feeling,The Beatles
1364912245,One After 909,The Beatles
1364912419,The Long and Winding Road,The Beatles
1364912637,For You Blue,The Beatles
1364912789,Get Back,The Beatles
1367836285,Back in the U.S.S.R.,The Beatles
1367836448,Dear Prudence,The Beatles
1367836685,Glass Onion,The Beatles
1367836823,"Ob-La-Di, Ob-La-Da",The Beatles
1367837012,Wild Honey Pie,The Beatles
1367837073,The Continuing Story of Bungalow Bill,The Beatles
1367837258,While My Guitar Gently Weeps,The Beatles
1367837544,Happiness Is a Warm Gun,The Beatles
1367837707,Martha My Dear,The Beatles
1367837856,I'm So Tired,The Beatles
1367837979,Blackbird,The Beatles
1367838117,Piggies,The Beatles
1367838242,Rocky Raccoon,The Beatles
1367838463,Don't Pass Me By,The Beatles
1367838685,Why Don't We Do It in the Road,The Beatles
1367838786,I Will,The Beatles
1367838892,Julia,The Beatles
1367839067,Birthday,The Beatles
1367839229,Yer Blues,The Beatles
1367839471,Mother Nature's Son,The Beatles
1367839639,Everybody's Got Something to Hide Except Me and My Monkey,The Beatles
1367839783,Sexy Sadie,The Beatles
1367839979,Helter Skelter,The Beatles
1367840249,"Long, Long, Long",The Beatles
1367840433,Revolution 1,The Beatles
1367840689,Honey Pie,The Beatles
1367840850,Savoy Truffle,The Beatles
1367841025,Cry Baby Cry,The Beatles
1367841317,Good Night,The Beatles
1367843269,Come Together,The Beatles
1367843530,Something,The Beatles
1367843713,Maxwell's Silver Hammer,The Beatles
1367843920,Oh! Darling,The Beatles
1367844127,Octopus's Garden,The Beatles
1367844298,I Want You (She's So Heavy),The Beatles
1367844765,Here Comes the Sun,The Beatles
1367844950,Because,The Beatles
1367845116,You Never Give Me Your Money,The Beatles
1367845358,Sun King,The Beatles
1367845504,Mean Mr. Mustard,The Beatles
1367845571,Polythene Pam,The Beatles
1367845643,She Came in Through the Bathroom Window,The Beatles
1367845761,Golden Slumbers,The Beatles
1367845852,Carry That Weight,The Beatles
1367845949,The End,The Beatles
1368844283,I Saw Her Standing There,The Beatles
1369461877,Twist and Shout,The Beatles
1370745540,No Reply,The Beatles
1370745676,I'm a Loser,The Beatles
1370745826,Baby's in Black,The Beatles
1370745951,Rock and Roll Music,The Beatles
1370746102,I'll Follow the Sun,The Beatles
1370746211,Mr. Moonlight,The Beatles
1370746369,"Medley: a. Kansas City b. Hey, Hey, Hey, Hey",The Beatles
1375959139,Sure to Fall,The Beatles
1376945724,She Loves You,The Beatles
1377904541,Taxman,The Beatles
1377904701,Eleanor Rigby,The Beatles
1377904828,I'm Only Sleeping,The Beatles
1377905010,Love You To,The Beatles
1377905191,"Here, There and Everywhere",The Beatles
1377905337,Yellow Submarine,The Beatles
1377905497,She Said She Said,The Beatles
1377905654,Good Day Sunshine,The Beatles
1377905784,And Your Bird Can Sing,The Beatles
1377905906,For No One,The Beatles
1377906028,Doctor Robert,The Beatles
1377906163,I Want to Tell You,The Beatles
1377906313,Got to Get You Into My Life,The Beatles
1377906463,Tomorrow Never Knows,The Beatles
1377999723,Taxman,The Beatles
1377999883,Eleanor Rigby,The Beatles
1378000011,I'm Only Sleeping,The Beatles
1378000192,Love You To,The Beatles
1378000373,"Here, There and Everywhere",The Beatles
1378000519,Yellow Submarine,The Beatles
1378000680,She Said She Said,The Beatles
1378000837,Good Day Sunshine,The Beatles
1378000967,And Your Bird Can Sing,The Beatles
1378001088,For No One,The Beatles
1378001210,Doctor Robert,The Beatles
1378001345,I Want to Tell You,The Beatles
1378001495,Got to Get You Into My Life,The Beatles
1378001646,Tomorrow Never Knows,The Beatles
1378013421,Drive My Car,The Beatles
1378013571,Norwegian Wood (The Bird Has Flown),The Beatles
1378013695,You Won't See Me,The Beatles
1378013895,Nowhere Man,The Beatles
1378014059,Think for Yourself,The Beatles
1378014197,The Word,The Beatles
1378014360,Michelle,The Beatles
1378014523,What Goes On,The Beatles
1378014691,Girl,The Beatles
1378014843,I'm Looking Through You,The Beatles
1378014989,In My Life,The Beatles
1378015136,Wait,The Beatles
1378015270,If I Needed Someone,The Beatles
1378015413,Run for Your Life,The Beatles
1378039320,Drive My Car,The Beatles
1378039469,Norwegian Wood (The Bird Has Flown),The Beatles
1378039593,You Won't See Me,The Beatles
1378039793,Nowhere Man,The Beatles
1378039957,Think for Yourself,The Beatles
1378040095,The Word,The Beatles
1378040258,Michelle,The Beatles
1378040421,What Goes On,The Beatles
1378040589,Girl,The Beatles
1378040741,I'm Looking Through You,The Beatles
1378040887,In My Life,The Beatles
1378041034,Wait,The Beatles
1378041168,If I Needed Someone,The Beatles
1378041310,Run for Your Life,The Beatles
1378110593,A Hard Day's Night,The Beatles
1378110748,I Should Have Known Better,The Beatles
1378110911,If I Fell,The Beatles
1378111050,I'm Happy Just to Dance with You,The Beatles
1378111167,And I Love Her,The Beatles
1378111316,Tell Me Why,The Beatles
1378111445,Can't Buy Me Love,The Beatles
1378111577,Any Time at All,The Beatles
1378111708,I'll Cry Instead,The Beatles
1378111814,Things We Said Today,The Beatles
1378111969,When I Get Home,The Beatles
1378112106,You Can't Do That,The Beatles
1378112261,I'll Be Back,The Beatles
1378117798,Back in the U.S.S.R.,The Beatles
1378117962,Dear Prudence,The Beatles
1378118199,Glass Onion,The Beatles
1378118336,"Ob-La-Di, Ob-La-Da",The Beatles
1378118525,Wild Honey Pie,The Beatles
1378118587,The Continuing Story of Bungalow Bill,The Beatles
1378118772,While My Guitar Gently Weeps,The Beatles
1378119057,Happiness Is a Warm Gun,The Beatles
1378119221,Martha My Dear,The Beatles
1378119370,I'm So Tired,The Beatles
1378119493,Blackbird,The Beatles
1378119631,Piggies,The Beatles
1378119755,Rocky Raccoon,The Beatles
1378119977,Don't Pass Me By,The Beatles
1378120199,Why Don't We Do It in the Road,The Beatles
1378120300,I Will,The Beatles
1378120406,Julia,The Beatles
1378120580,Birthday,The Beatles
1378120743,Yer Blues,The Beatles
1379321586,Come Together,The Beatles
1379321847,Something,The Beatles
1379322029,Maxwell's Silver Hammer,The Beatles
1379322237,Oh! Darling,The Beatles
1379322443,Octopus's Garden,The Beatles
1379322614,I Want You (She's So Heavy),The Beatles
1379323083,Here Comes the Sun,The Beatles
1379323268,Because,The Beatles
1379323434,You Never Give Me Your Money,The Beatles
1379323676,Sun King,The Beatles
1379323822,Mean Mr. Mustard,The Beatles
1379323888,Polythene Pam,The Beatles
1379323961,She Came in Through the Bathroom Window,The Beatles
1379324079,Golden Slumbers,The Beatles
1379324170,Carry That Weight,The Beatles
1379324267,The End,The Beatles
1379326548,Back in the U.S.S.R.,The Beatles
1379326712,Dear Prudence,The Beatles
1379326948,Glass Onion,The Beatles
1379327086,"Ob-La-Di, Ob-La-Da",The Beatles
1379327275,Wild Honey Pie,The Beatles
1379327336,The Continuing Story of Bungalow Bill,The Beatles
1379327522,While My Guitar Gently Weeps,The Beatles
1379327807,Happiness Is a Warm Gun,The Beatles
1379327971,Martha My Dear,The Beatles
1379328120,I'm So Tired,The Beatles
1379328243,Blackbird,The Beatles
1379328381,Piggies,The Beatles
1379328505,Rocky Raccoon,The Beatles
1379328727,Don't Pass Me By,The Beatles
1379328949,Why Don't We Do It in the Road,The Beatles
1379329050,I Will,The Beatles
1379329156,Julia,The Beatles
1379329330,Birthday,The Beatles
1379329493,Yer Blues,The Beatles
1379329734,Mother Nature's Son,The Beatles
1379329902,Everybody's Got Something to Hide Except Me and My Monkey,The Beatles
1379330047,Sexy Sadie,The Beatles
1379330242,Helter Skelter,The Beatles
1379330512,"Long, Long, Long",The Beatles
1379330697,Revolution 1,The Beatles
1379330952,Honey Pie,The Beatles
1379331114,Savoy Truffle,The Beatles
1379331288,Cry Baby Cry,The Beatles
1379331479,Revolution 9,The Beatles
1380280200,Come Together,The Beatles
1380280461,Something,The Beatles
1380280644,Maxwell's Silver Hammer,The Beatles
1380280851,Oh! Darling,The Beatles
1380281058,Octopus's Garden,The Beatles
1380281229,I Want You (She's So Heavy),The Beatles
1380281696,Here Comes the Sun,The Beatles
1380281881,Because,The Beatles
1387537789,Come Together,The Beatles
1387538050,Something,The Beatles
1387538232,Maxwell's Silver Hammer,The Beatles
1387538440,Oh! Darling,The Beatles
1387538646,Octopus's Garden,The Beatles
1387538846,Here Comes the Sun,The Beatles
1387539032,Because,The Beatles
1387539197,You Never Give Me Your Money,The Beatles
1387539668,Sun King,The Beatles
1387539814,Mean Mr. Mustard,The Beatles
1387539881,Polythene Pam,The Beatles
1387539953,She Came in Through the Bathroom Window,The Beatles
1387540071,Golden Slumbers,The Beatles
1387540162,Carry That Weight,The Beatles
1387540274,The End,The Beatles
1394606575,Twist & Shout,The Beatles
1409902273,Across The Universe,The Beatles Symphony Orchestra
1409902542,All I've Got To Do,The Beatles Symphony Orchestra
1429669906,All You Need is Love (Love Version),The Beatles
1429684612,Strawberry Fields Forever (Love Version),The Beatles
1429685384,Something / Blue Jay Way (Transition) (Love Version),The Beatles
1429701222,Yesterday,The Beatles
1429701922,Lady Madonna,The Beatles
1429702609,Help!,The Beatles
1429703325,Day Tripper,The Beatles
1429752544,A Day in the Life (Love Version),The Beatles
1430207665,Norwegian Wood (This Bird Has Flown),The Beatles
1430352317,When I'm Sixty-Four,The Beatles
1430353212,Got to Get You Into My Life,The Beatles
1430354086,Across the Universe,The Beatles
1430355003,"Here, There and Everywhere",The Beatles
1430362932,Love Me Do,The Beatles
1430364426,Golden Slumbers,The Beatles
1430365113,Lucy in the Sky with Diamonds,The Beatles
1430368645,Girl,The Beatles
1430374187,Things We Said Today,The Beatles
1430785407,Help! (Love Version),The Beatles
1430791006,Twist and Shout,The Beatles
1430796628,Eleanor Rigby,The Beatles
1430797770,Here Comes the Sun,The Beatles
1430802437,"Ob-La-Di, Ob-La-Da",The Beatles
1430808624,Eleanor Rigby / Julia (Transition) (Love Version),The Beatles
1430809675,Hey Jude (Love Version),The Beatles
1430813794,Get Back,The Beatles
1430903921,You've Got to Hide Your Love Away,The Beatles
1430908557,Blackbird,The Beatles
1430910396,In My Life,The Beatles
1430915638,Blackbird (Demo),The Beatles
1430916529,I Will,The Beatles
1431574584,Lucy in the Sky with Diamonds,The Beatles
1432015014,We Can Work It Out,The Beatles
1432017414,You've Got to Hide Your Love Away,The Beatles
1432026893,Eleanor Rigby / Julia (Transition) (Love Version),The Beatles
1432258534,I Feel Fine,The Beatles
1432260625,Do You Want to Know a Secret,The Beatles
1432262122,Penny Lane,The Beatles
1432262933,Here Comes the Sun (Remastered),The Beatles
1432269409,Things We Said Today,The Beatles
1432271540,No Reply,The Beatles
1432272905,Help!,The Beatles
1432274150,Yesterday (Demo),The Beatles
1432280661,Let It Be (Demo),The Beatles
1432283219,I'm Looking Through You,The Beatles
1432283893,Get Back,The Beatles
1432285208,Penny Lane (Demo),The Beatles
1432291980,I Saw Her Standing There (Demo),The Beatles
1432294782,When I'm Sixty Four (Remastered),The Beatles
1432295579,I've Just Seen a Face,The Beatles
1432296707,I Feel Fine,The Beatles
1432303737,Do You Want to Know a Secret,The Beatles
1432305824,Here Comes the Sun (Remastered),The Beatles
1432306687,Penny Lane,The Beatles
1432308177,Till There Was You,The Beatles
1432315282,Things We Said Today,The Beatles
1432317334,No Reply,The Beatles
1432318192,Please Mr. Postman,The Beatles
1432319450,Help!,The Beatles
1432326536,Yesterday (Demo),The Beatles
1432327940,Something (Remastered),The Beatles
1432328891,Can't Buy Me Love,The Beatles
1432330780,You've Got To Hide Your Love Away (Demo),The Beatles
1432337969,Penny Lane (Demo),The Beatles
1432339435,All You Need Is Love,The Beatles
1432340247,Do You Want to Know a Secret,The Beatles
1432342319,I Feel Fine,The Beatles
1432349500,Here Comes the Sun (Remastered),The Beatles
1432350282,Penny Lane,The Beatles
1432351559,Things We Said Today,The Beatles
1432353642,No Reply,The Beatles
1432360746,Let It Be (Demo),The Beatles
1432361783,I've Just Seen a Face,The Beatles
1432363048,Help!,The Beatles
1432364668,Girl,The Beatles
1432372424,Do You Want to Know a Secret,The Beatles
1432373070,I Feel Fine,The Beatles
1432374345,Get Back,The Beatles
1432375789,Yesterday (Demo),The Beatles
1432383793,Here Comes the Sun (Remastered),The Beatles
1432384465,No Reply,The Beatles
1432386057,Things We Said Today,The Beatles
1432523410,Help!,The Beatles
1432524086,Do You Want to Know a Secret (Studio Outtake / Take 7),The Beatles
1432525739,Till There Was You,The Beatles
1432529975,I Should Have Known Better,The Beatles
1432533055,Lucy in the Sky with Diamonds,The Beatles
1432533929,Nowhere Man,The Beatles
1432536788,"Here, There and Everywhere",The Beatles
1432601984,Twist and Shout,The Beatles
1432602908,Hello Goodbye,The Beatles
1432608599,Come Together,The Beatles
1432610786,Hey Jude (Love Version),The Beatles
1432613758,Yesterday,The Beatles
1432617069,Eleanor Rigby (Remastered),The Beatles
1432693307,Here Comes the Sun,The Beatles
1432771728,I Should Have Known Better,The Beatles
1432773091,Because,The Beatles
1432774101,Eleanor Rigby / Julia (Transition) (Love Version),The Beatles
1432775026,Revolution 1,The Beatles
1432783264,Across the Universe (alt. version),The Beatles
1432784297,Twist and Shout,The Beatles
1432785265,I Am the Walrus,The Beatles
1432786402,Lucy in the Sky with Diamonds,The Beatles
1432794645,And I Love Her,The Beatles
1432795735,Lovely Rita,The Beatles
1432796640,Getting Better,The Beatles
1433315873,Can't Buy Me Love,The Beatles
1433379470,Lucy in the Sky with Diamonds,The Beatles
1433393308,She Loves You,The Beatles
1433395265,Don't Let Me Down,The Beatles
1433397290,Love Me Do,The Beatles
1433398892,Twist and Shout,The Beatles
1433484242,Help!,The Beatles
1433485446,Magical Mystery Tour,The Beatles
1433488305,Eleanor Rigby,The Beatles
1433738350,I Feel Fine,The Beatles
1433746079,Back in the U.S.S.R.,The Beatles
1433751908,Get Back,The Beatles
1433752692,I Want to Hold Your Hand,The Beatles
1433755027,Lovely Rita,The Beatles
1433760276,With a Little Help from My Friends,The Beatles
1433763496,Hello Goodbye,The Beatles
1433765570,Hey Jude,The Beatles
1433767655,Paperback Writer,The Beatles
1433777146,Help! (Love Version),The Beatles
1433779080,Can't Buy Me Love,The Beatles
1433780607,Eleanor Rigby / Julia (Transition) (Love Version),The Beatles
1433785360,Here Comes the Sun,The Beatles
1433789811,I Am the Walrus (Love Version),The Beatles
1433793283,Yellow Submarine,The Beatles
1433795118,Revolution (Love Version),The Beatles
1433796940,Strawberry Fields Forever,The Beatles
1433802687,You've Got to Hide Your Love Away,The Beatles
1433907117,Twist and Shout,The Beatles
1433910022,Something,The Beatles
1433912021,Blackbird,The Beatles
1433913146,All You Need is Love (Love Version),The Beatles
1433924761,I Should Have Known Better,The Beatles
1433926965,Love Me Do,The Beatles
1433981560,Let It Be (Demo),The Beatles
1433982424,Michelle,The Beatles
1434000662,Eleanor Rigby / Julia (Transition) (Love Version),The Beatles
1434002878,In My Life,The Beatles
1435042586,Blackbird (Demo),The Beatles
1435044067,Don't Let Me Down,The Beatles
1435046428,Lucy in the Sky with Diamonds,The Beatles
1435055445,I Will,The Beatles
1435056752,Hello Goodbye,The Beatles
1435065923,All You Need Is Love,The Beatles
1435067293,If I Fell,The Beatles
1435069478,Revolution,The Beatles
1435070957,Let It Be (Demo),The Beatles
1435083919,Help! (Love Version),The Beatles
1435088611,Across the Universe,The Beatles
1435093559,Strawberry Fields Forever (Love Version),The Beatles
1435095286,Getting Better,The Beatles
1435106868,Lucy in the Sky with Diamonds,The Beatles
1435113383,Hello Goodbye,The Beatles
1435114435,I Will,The Beatles
1435195761,"Hello, Goodbye (Demo)",The Beatles
1435197321,Yellow Submarine,The Beatles
1435207939,Good Day Sunshine,The Beatles
1435208885,Because,The Beatles
1435211038,Octopus's Garden,The Beatles
1435281554,Let It Be,The Beatles
1435282583,Penny Lane,The Beatles
1435284249,Day Tripper,The Beatles
1435301615,While My Guitar Gently Weeps,The Beatles
1435821069,Blackbird,The Beatles
1435845859,You've Got to Hide Your Love Away,The Beatles
1435889727,Blackbird,The Beatles
1437362569,In My Life,The Beatles
